Total Number of Records          76555.
             DATA SET: /home/las/datasets/pCO2/pCO2-Corrected_INCOIS-BIO-ROMS.nc
             X: 0.5 to 76555.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 24-JAN-1980 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: SSS is Sea-surface salinity (IBR model) (PSU)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,SSS
"28-FEB-2019",14280,88.8333,24.2685,-1.E+34  
"28-FEB-2019",14280,88.9167,24.2685,-1.E+34  
"28-FEB-2019",14280,89,24.2685,-1.E+34  
"28-FEB-2019",14280,89.0833,24.2685,-1.E+34  
"28-FEB-2019",14280,89.1667,24.2685,-1.E+34  
"28-FEB-2019",14280,89.25,24.2685,-1.E+34  
"28-FEB-2019",14280,89.3333,24.2685,-1.E+34  
"28-FEB-2019",14280,89.4167,24.2685,-1.E+34  
"28-FEB-2019",14280,89.5,24.2685,-1.E+34  
"28-FEB-2019",14280,89.5833,24.2685,-1.E+34  
"28-FEB-2019",14280,89.6667,24.2685,-1.E+34  
"28-FEB-2019",14280,89.75,24.2685,-1.E+34  
"28-FEB-2019",14280,89.8333,24.2685,-1.E+34  
"28-FEB-2019",14280,89.9167,24.2685,-1.E+34  
"28-FEB-2019",14280,90,24.2685,-1.E+34  
"28-FEB-2019",14280,90.0833,24.2685,-1.E+34  
"28-FEB-2019",14280,90.1667,24.2685,-1.E+34  
"28-FEB-2019",14280,90.25,24.2685,-1.E+34  
"28-FEB-2019",14280,90.3333,24.2685,-1.E+34  
"28-FEB-2019",14280,90.4167,24.2685,-1.E+34  
"28-FEB-2019",14280,90.5,24.2685,-1.E+34  
"28-FEB-2019",14280,90.5833,24.2685,-1.E+34  
"28-FEB-2019",14280,90.6667,24.2685,-1.E+34  
"28-FEB-2019",14280,90.75,24.2685,-1.E+34  
"28-FEB-2019",14280,90.8333,24.2685,-1.E+34  
"28-FEB-2019",14280,90.9167,24.2685,-1.E+34  
"28-FEB-2019",14280,91,24.2685,-1.E+34  
"28-FEB-2019",14280,91.0833,24.2685,-1.E+34  
"28-FEB-2019",14280,91.1667,24.2685,-1.E+34  
"28-FEB-2019",14280,65.8333,24.3445,35.4309  
"28-FEB-2019",14280,65.9167,24.3445,35.4183  
"28-FEB-2019",14280,66,24.3445,35.4016  
"28-FEB-2019",14280,66.0833,24.3445,35.3692  
"28-FEB-2019",14280,66.1667,24.3445,35.329  
"28-FEB-2019",14280,66.25,24.3445,35.3109  
"28-FEB-2019",14280,66.3333,24.3445,35.3151  
"28-FEB-2019",14280,66.4167,24.3445,35.3207  
"28-FEB-2019",14280,66.5,24.3445,35.3205  
"28-FEB-2019",14280,66.5833,24.3445,35.3238  
"28-FEB-2019",14280,66.6667,24.3445,35.3324  
"28-FEB-2019",14280,66.75,24.3445,35.3372  
"28-FEB-2019",14280,66.8333,24.3445,35.3371  
"28-FEB-2019",14280,66.9167,24.3445,35.3363  
"28-FEB-2019",14280,67,24.3445,35.3344  
"28-FEB-2019",14280,67.0833,24.3445,35.3327  
"28-FEB-2019",14280,67.1667,24.3445,35.3258  
"28-FEB-2019",14280,67.25,24.3445,35.3191  
"28-FEB-2019",14280,67.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,67.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,67.5,24.3445,-1.E+34  
"28-FEB-2019",14280,67.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,67.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,67.75,24.3445,-1.E+34  
"28-FEB-2019",14280,67.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,67.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,68,24.3445,-1.E+34  
"28-FEB-2019",14280,68.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,68.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,68.25,24.3445,-1.E+34  
"28-FEB-2019",14280,68.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,68.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,68.5,24.3445,-1.E+34  
"28-FEB-2019",14280,68.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,68.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,68.75,24.3445,-1.E+34  
"28-FEB-2019",14280,68.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,68.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,69,24.3445,-1.E+34  
"28-FEB-2019",14280,69.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,69.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,69.25,24.3445,-1.E+34  
"28-FEB-2019",14280,69.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,69.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,69.5,24.3445,-1.E+34  
"28-FEB-2019",14280,69.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,69.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,69.75,24.3445,-1.E+34  
"28-FEB-2019",14280,69.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,69.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,70,24.3445,-1.E+34  
"28-FEB-2019",14280,70.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,70.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,70.25,24.3445,-1.E+34  
"28-FEB-2019",14280,70.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,70.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,70.5,24.3445,-1.E+34  
"28-FEB-2019",14280,70.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,70.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,70.75,24.3445,-1.E+34  
"28-FEB-2019",14280,70.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,70.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,71,24.3445,-1.E+34  
"28-FEB-2019",14280,71.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,71.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,71.25,24.3445,-1.E+34  
"28-FEB-2019",14280,71.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,71.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,71.5,24.3445,-1.E+34  
"28-FEB-2019",14280,71.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,71.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,71.75,24.3445,-1.E+34  
"28-FEB-2019",14280,71.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,71.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,72,24.3445,-1.E+34  
"28-FEB-2019",14280,72.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,72.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,72.25,24.3445,-1.E+34  
"28-FEB-2019",14280,72.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,72.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,72.5,24.3445,-1.E+34  
"28-FEB-2019",14280,72.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,72.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,72.75,24.3445,-1.E+34  
"28-FEB-2019",14280,72.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,72.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,73,24.3445,-1.E+34  
"28-FEB-2019",14280,73.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,73.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,73.25,24.3445,-1.E+34  
"28-FEB-2019",14280,73.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,73.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,73.5,24.3445,-1.E+34  
"28-FEB-2019",14280,73.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,73.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,73.75,24.3445,-1.E+34  
"28-FEB-2019",14280,73.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,73.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,74,24.3445,-1.E+34  
"28-FEB-2019",14280,74.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,74.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,74.25,24.3445,-1.E+34  
"28-FEB-2019",14280,74.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,74.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,74.5,24.3445,-1.E+34  
"28-FEB-2019",14280,74.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,74.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,74.75,24.3445,-1.E+34  
"28-FEB-2019",14280,74.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,74.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,75,24.3445,-1.E+34  
"28-FEB-2019",14280,75.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,75.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,75.25,24.3445,-1.E+34  
"28-FEB-2019",14280,75.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,75.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,75.5,24.3445,-1.E+34  
"28-FEB-2019",14280,75.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,75.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,75.75,24.3445,-1.E+34  
"28-FEB-2019",14280,75.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,75.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,76,24.3445,-1.E+34  
"28-FEB-2019",14280,76.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,76.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,76.25,24.3445,-1.E+34  
"28-FEB-2019",14280,76.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,76.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,76.5,24.3445,-1.E+34  
"28-FEB-2019",14280,76.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,76.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,76.75,24.3445,-1.E+34  
"28-FEB-2019",14280,76.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,76.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,77,24.3445,-1.E+34  
"28-FEB-2019",14280,77.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,77.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,77.25,24.3445,-1.E+34  
"28-FEB-2019",14280,77.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,77.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,77.5,24.3445,-1.E+34  
"28-FEB-2019",14280,77.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,77.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,77.75,24.3445,-1.E+34  
"28-FEB-2019",14280,77.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,77.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,78,24.3445,-1.E+34  
"28-FEB-2019",14280,78.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,78.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,78.25,24.3445,-1.E+34  
"28-FEB-2019",14280,78.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,78.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,78.5,24.3445,-1.E+34  
"28-FEB-2019",14280,78.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,78.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,78.75,24.3445,-1.E+34  
"28-FEB-2019",14280,78.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,78.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,79,24.3445,-1.E+34  
"28-FEB-2019",14280,79.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,79.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,79.25,24.3445,-1.E+34  
"28-FEB-2019",14280,79.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,79.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,79.5,24.3445,-1.E+34  
"28-FEB-2019",14280,79.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,79.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,79.75,24.3445,-1.E+34  
"28-FEB-2019",14280,79.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,79.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,80,24.3445,-1.E+34  
"28-FEB-2019",14280,80.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,80.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,80.25,24.3445,-1.E+34  
"28-FEB-2019",14280,80.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,80.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,80.5,24.3445,-1.E+34  
"28-FEB-2019",14280,80.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,80.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,80.75,24.3445,-1.E+34  
"28-FEB-2019",14280,80.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,80.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,81,24.3445,-1.E+34  
"28-FEB-2019",14280,81.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,81.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,81.25,24.3445,-1.E+34  
"28-FEB-2019",14280,81.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,81.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,81.5,24.3445,-1.E+34  
"28-FEB-2019",14280,81.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,81.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,81.75,24.3445,-1.E+34  
"28-FEB-2019",14280,81.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,81.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,82,24.3445,-1.E+34  
"28-FEB-2019",14280,82.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,82.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,82.25,24.3445,-1.E+34  
"28-FEB-2019",14280,82.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,82.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,82.5,24.3445,-1.E+34  
"28-FEB-2019",14280,82.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,82.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,82.75,24.3445,-1.E+34  
"28-FEB-2019",14280,82.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,82.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,83,24.3445,-1.E+34  
"28-FEB-2019",14280,83.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,83.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,83.25,24.3445,-1.E+34  
"28-FEB-2019",14280,83.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,83.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,83.5,24.3445,-1.E+34  
"28-FEB-2019",14280,83.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,83.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,83.75,24.3445,-1.E+34  
"28-FEB-2019",14280,83.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,83.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,84,24.3445,-1.E+34  
"28-FEB-2019",14280,84.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,84.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,84.25,24.3445,-1.E+34  
"28-FEB-2019",14280,84.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,84.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,84.5,24.3445,-1.E+34  
"28-FEB-2019",14280,84.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,84.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,84.75,24.3445,-1.E+34  
"28-FEB-2019",14280,84.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,84.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,85,24.3445,-1.E+34  
"28-FEB-2019",14280,85.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,85.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,85.25,24.3445,-1.E+34  
"28-FEB-2019",14280,85.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,85.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,85.5,24.3445,-1.E+34  
"28-FEB-2019",14280,85.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,85.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,85.75,24.3445,-1.E+34  
"28-FEB-2019",14280,85.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,85.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,86,24.3445,-1.E+34  
"28-FEB-2019",14280,86.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,86.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,86.25,24.3445,-1.E+34  
"28-FEB-2019",14280,86.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,86.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,86.5,24.3445,-1.E+34  
"28-FEB-2019",14280,86.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,86.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,86.75,24.3445,-1.E+34  
"28-FEB-2019",14280,86.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,86.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,87,24.3445,-1.E+34  
"28-FEB-2019",14280,87.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,87.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,87.25,24.3445,-1.E+34  
"28-FEB-2019",14280,87.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,87.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,87.5,24.3445,-1.E+34  
"28-FEB-2019",14280,87.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,87.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,87.75,24.3445,-1.E+34  
"28-FEB-2019",14280,87.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,87.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,88,24.3445,-1.E+34  
"28-FEB-2019",14280,88.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,88.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,88.25,24.3445,-1.E+34  
"28-FEB-2019",14280,88.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,88.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,88.5,24.3445,-1.E+34  
"28-FEB-2019",14280,88.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,88.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,88.75,24.3445,-1.E+34  
"28-FEB-2019",14280,88.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,88.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,89,24.3445,-1.E+34  
"28-FEB-2019",14280,89.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,89.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,89.25,24.3445,-1.E+34  
"28-FEB-2019",14280,89.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,89.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,89.5,24.3445,-1.E+34  
"28-FEB-2019",14280,89.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,89.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,89.75,24.3445,-1.E+34  
"28-FEB-2019",14280,89.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,89.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,90,24.3445,-1.E+34  
"28-FEB-2019",14280,90.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,90.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,90.25,24.3445,-1.E+34  
"28-FEB-2019",14280,90.3333,24.3445,-1.E+34  
"28-FEB-2019",14280,90.4167,24.3445,-1.E+34  
"28-FEB-2019",14280,90.5,24.3445,-1.E+34  
"28-FEB-2019",14280,90.5833,24.3445,-1.E+34  
"28-FEB-2019",14280,90.6667,24.3445,-1.E+34  
"28-FEB-2019",14280,90.75,24.3445,-1.E+34  
"28-FEB-2019",14280,90.8333,24.3445,-1.E+34  
"28-FEB-2019",14280,90.9167,24.3445,-1.E+34  
"28-FEB-2019",14280,91,24.3445,-1.E+34  
"28-FEB-2019",14280,91.0833,24.3445,-1.E+34  
"28-FEB-2019",14280,91.1667,24.3445,-1.E+34  
"28-FEB-2019",14280,65.8333,24.4204,35.4054  
"28-FEB-2019",14280,65.9167,24.4204,35.392  
"28-FEB-2019",14280,66,24.4204,35.3781  
"28-FEB-2019",14280,66.0833,24.4204,35.3564  
"28-FEB-2019",14280,66.1667,24.4204,35.3294  
"28-FEB-2019",14280,66.25,24.4204,35.3156  
"28-FEB-2019",14280,66.3333,24.4204,35.3214  
"28-FEB-2019",14280,66.4167,24.4204,35.3233  
"28-FEB-2019",14280,66.5,24.4204,35.3246  
"28-FEB-2019",14280,66.5833,24.4204,35.3279  
"28-FEB-2019",14280,66.6667,24.4204,35.3331  
"28-FEB-2019",14280,66.75,24.4204,35.3368  
"28-FEB-2019",14280,66.8333,24.4204,35.3363  
"28-FEB-2019",14280,66.9167,24.4204,35.335  
"28-FEB-2019",14280,67,24.4204,35.332  
"28-FEB-2019",14280,67.0833,24.4204,35.3288  
"28-FEB-2019",14280,67.1667,24.4204,35.3212  
"28-FEB-2019",14280,67.25,24.4204,35.3169  
"28-FEB-2019",14280,67.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,67.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,67.5,24.4204,-1.E+34  
"28-FEB-2019",14280,67.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,67.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,67.75,24.4204,-1.E+34  
"28-FEB-2019",14280,67.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,67.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,68,24.4204,-1.E+34  
"28-FEB-2019",14280,68.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,68.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,68.25,24.4204,-1.E+34  
"28-FEB-2019",14280,68.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,68.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,68.5,24.4204,-1.E+34  
"28-FEB-2019",14280,68.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,68.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,68.75,24.4204,-1.E+34  
"28-FEB-2019",14280,68.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,68.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,69,24.4204,-1.E+34  
"28-FEB-2019",14280,69.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,69.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,69.25,24.4204,-1.E+34  
"28-FEB-2019",14280,69.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,69.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,69.5,24.4204,-1.E+34  
"28-FEB-2019",14280,69.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,69.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,69.75,24.4204,-1.E+34  
"28-FEB-2019",14280,69.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,69.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,70,24.4204,-1.E+34  
"28-FEB-2019",14280,70.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,70.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,70.25,24.4204,-1.E+34  
"28-FEB-2019",14280,70.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,70.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,70.5,24.4204,-1.E+34  
"28-FEB-2019",14280,70.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,70.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,70.75,24.4204,-1.E+34  
"28-FEB-2019",14280,70.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,70.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,71,24.4204,-1.E+34  
"28-FEB-2019",14280,71.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,71.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,71.25,24.4204,-1.E+34  
"28-FEB-2019",14280,71.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,71.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,71.5,24.4204,-1.E+34  
"28-FEB-2019",14280,71.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,71.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,71.75,24.4204,-1.E+34  
"28-FEB-2019",14280,71.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,71.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,72,24.4204,-1.E+34  
"28-FEB-2019",14280,72.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,72.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,72.25,24.4204,-1.E+34  
"28-FEB-2019",14280,72.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,72.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,72.5,24.4204,-1.E+34  
"28-FEB-2019",14280,72.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,72.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,72.75,24.4204,-1.E+34  
"28-FEB-2019",14280,72.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,72.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,73,24.4204,-1.E+34  
"28-FEB-2019",14280,73.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,73.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,73.25,24.4204,-1.E+34  
"28-FEB-2019",14280,73.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,73.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,73.5,24.4204,-1.E+34  
"28-FEB-2019",14280,73.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,73.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,73.75,24.4204,-1.E+34  
"28-FEB-2019",14280,73.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,73.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,74,24.4204,-1.E+34  
"28-FEB-2019",14280,74.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,74.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,74.25,24.4204,-1.E+34  
"28-FEB-2019",14280,74.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,74.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,74.5,24.4204,-1.E+34  
"28-FEB-2019",14280,74.5833,24.4204,-1.E+34  
"28-FEB-2019",14280,74.6667,24.4204,-1.E+34  
"28-FEB-2019",14280,74.75,24.4204,-1.E+34  
"28-FEB-2019",14280,74.8333,24.4204,-1.E+34  
"28-FEB-2019",14280,74.9167,24.4204,-1.E+34  
"28-FEB-2019",14280,75,24.4204,-1.E+34  
"28-FEB-2019",14280,75.0833,24.4204,-1.E+34  
"28-FEB-2019",14280,75.1667,24.4204,-1.E+34  
"28-FEB-2019",14280,75.25,24.4204,-1.E+34  
"28-FEB-2019",14280,75.3333,24.4204,-1.E+34  
"28-FEB-2019",14280,75.4167,24.4204,-1.E+34  
"28-FEB-2019",14280,75.5,24.4204,-1.E+34  
"28-FEB-2019",14280,75.5833,24.4204,-1.E+34  
